accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Adansonia madagascariensis,M0_floral_phenotype,flower_primary_color,multicolored_variable,"Flowers are produced February to April, with the leaves, and are large and fragrant with dark red (rarely yellow) petals",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adansonia_madagascariensis,"Flowers are produced February to April, with the leaves, and are large and fragrant with dark red (rarely yellow) petals",species_direct,unknown,unreviewed_llm_extraction,"Flowers are produced February to April, with the leaves, and are large and fragrant with dark red (rarely yellow) petals",src_ef7217228cabbd582d42,76f3e5b0b10b52e7fdd01462dcf23fbe742d1ffcf97fb869e9ec896d62c9b131,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Adansonia madagascariensis,M0_other_reported_trait,flower_size_class,large,"Flowers are produced February to April, with the leaves, and are large and fragrant with dark red (rarely yellow) petals",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adansonia_madagascariensis,"Flowers are produced February to April, with the leaves, and are large and fragrant with dark red (rarely yellow) petals",species_direct,unknown,unreviewed_llm_extraction,"Flowers are produced February to April, with the leaves, and are large and fragrant with dark red (rarely yellow) petals",src_ef7217228cabbd582d42,76f3e5b0b10b52e7fdd01462dcf23fbe742d1ffcf97fb869e9ec896d62c9b131,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Adansonia madagascariensis,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,"Flowers open at dusk, are finished blooming by dawn and are pollinated by long-tongued hawkmoths",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Adansonia_madagascariensis,"Flowers open at dusk, are finished blooming by dawn and are pollinated by long-tongued hawkmoths",species_direct,unknown,unreviewed_llm_extraction,"Flowers open at dusk, are finished blooming by dawn and are pollinated by long-tongued hawkmoths",src_ef7217228cabbd582d42,76f3e5b0b10b52e7fdd01462dcf23fbe742d1ffcf97fb869e9ec896d62c9b131,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aechmea lueddemanniana,M0_floral_phenotype,flower_primary_color,red_pink,The pink flowers are tube-shaped,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aechmea_lueddemanniana,The pink flowers are tube-shaped,species_direct,unknown,unreviewed_llm_extraction,The pink flowers are tube-shaped,src_0f8256eb42dd7121ef10,075662ce38cdf2a7e46056dae43e3ea559cf5556496594357c26042573c354e1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aechmea lueddemanniana,M0_floral_phenotype,floral_form,tubular,The pink flowers are tube-shaped,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aechmea_lueddemanniana,The pink flowers are tube-shaped,species_direct,unknown,unreviewed_llm_extraction,The pink flowers are tube-shaped,src_0f8256eb42dd7121ef10,075662ce38cdf2a7e46056dae43e3ea559cf5556496594357c26042573c354e1,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aeonium lindleyi,M0_floral_phenotype,flower_primary_color,yellow_orange,"It has viscid, tomentose leaves, and yellow flowers",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aeonium_lindleyi,"It has viscid, tomentose leaves, and yellow flowers",species_direct,unknown,unreviewed_llm_extraction,"It has viscid, tomentose leaves, and yellow flowers",src_191df8d18f905f5b5367,594fdae069ad2b72a3562aac592ed3d16f6ebbae4b2a1560859bc7a8dbd2cf09,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aeonium undulatum,M0_floral_phenotype,flower_primary_color,yellow_orange,after producing its yellow inflorescence,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aeonium_undulatum,after producing its yellow inflorescence,species_direct,unknown,unreviewed_llm_extraction,after producing its yellow inflorescence,src_d71cc422fb8de336b76b,f173e527edf849ddb4164d6ab582bee030c956851b9e56be0bdc57983edfd9b6,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aethionema grandiflorum,M0_floral_phenotype,flower_primary_color,multicolored_variable,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aethionema_grandiflorum,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,species_direct,unknown,unreviewed_llm_extraction,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,src_e5293eb61c21fa7a6999,fbec576b9c2d62d0f3ac652c9ce321417dc70c59bf25ee1727e46efbd6526ea3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aethionema grandiflorum,M0_floral_phenotype,floral_form,other_described,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aethionema_grandiflorum,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,species_direct,unknown,unreviewed_llm_extraction,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,src_e5293eb61c21fa7a6999,fbec576b9c2d62d0f3ac652c9ce321417dc70c59bf25ee1727e46efbd6526ea3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aethionema grandiflorum,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aethionema_grandiflorum,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,species_direct,unknown,unreviewed_llm_extraction,it has up to 15 pink to lilac cruciform flowers borne on terminal racemes,src_e5293eb61c21fa7a6999,fbec576b9c2d62d0f3ac652c9ce321417dc70c59bf25ee1727e46efbd6526ea3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Alibertia patinoi,M0_other_reported_trait,sex_system,dioecious,"a small (2-5m), dioecious tropical rainforest tree",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Alibertia_patinoi,"a small (2-5m), dioecious tropical rainforest tree",species_direct,unknown,unreviewed_llm_extraction,"a small (2-5m), dioecious tropical rainforest tree",src_d6bf7282954f246df596,428dfdff407ae220e698c1270d551aadf8937781b42e1aa4563d822108ae9c2f,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Anigozanthos manglesii,M0_floral_phenotype,flower_primary_color,multicolored_variable,Its flowers have a red pedicel and green tepals,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Anigozanthos_manglesii,Its flowers have a red pedicel and green tepals,species_direct,unknown,unreviewed_llm_extraction,Its flowers have a red pedicel and green tepals,src_629c4b58ab51ff211e68,80def3abd8970ba2d03680ed748e1d7869e23ab4fbe6df63960aae4747518e81,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Anthurium schlechtendalii,M0_other_reported_trait,flower_size_class,small,The spadix produces small flowers,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Anthurium_schlechtendalii,The spadix produces small flowers,species_direct,unknown,unreviewed_llm_extraction,The spadix produces small flowers,src_c5f8a28ba21a9c411ccf,ca5708312c7345e3eb789b46c11a926ea22e34f901d0d4beb995e56689071a1c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Anthurium schlechtendalii,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"A. schlechtenalii has a long, slender brown spadix",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Anthurium_schlechtendalii,"A. schlechtenalii has a long, slender brown spadix",species_direct,unknown,unreviewed_llm_extraction,"A. schlechtenalii has a long, slender brown spadix",src_c5f8a28ba21a9c411ccf,ca5708312c7345e3eb789b46c11a926ea22e34f901d0d4beb995e56689071a1c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aotus ericoides,M0_floral_phenotype,flower_primary_color,multicolored_variable,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aotus_ericoides,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,species_direct,unknown,unreviewed_llm_extraction,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,src_27e11ef9d281d538dc85,36532d9e78fac201861764629f8e8f86e030edd04e7f7e6688ad4640b8ce879e,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Aotus ericoides,M0_floral_phenotype,floral_form,papilionaceous,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aotus_ericoides,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,species_direct,unknown,unreviewed_llm_extraction,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,src_27e11ef9d281d538dc85,36532d9e78fac201861764629f8e8f86e030edd04e7f7e6688ad4640b8ce879e,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,medium
Aotus ericoides,M0_other_reported_trait,inflorescence_display,solitary,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Aotus_ericoides,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,species_direct,unknown,unreviewed_llm_extraction,The single yellow pea flower has a red-orange band around a yellow centre and bright yellow wings and keel,src_27e11ef9d281d538dc85,36532d9e78fac201861764629f8e8f86e030edd04e7f7e6688ad4640b8ce879e,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Abrahamia deflexa,M0_floral_phenotype,flower_primary_color,white,"corolla lobes ovate, c. 2 3 1.5 mm, white or cream",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/7923810,"corolla lobes ovate, c. 2 3 1.5 mm, white or cream",species_direct,unknown,unreviewed_llm_extraction,"corolla lobes ovate, c. 2 3 1.5 mm, white or cream",src_e6f7f2c7706b4d01e55e,7d0cde85f6f410c97ee7f71bcc130fceb67daeca1ece223bb6b3d60da4c683d3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Abrahamia deflexa,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Inflorescence terminal, a thyrse, 2 - 5 cm long",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/7923810,"Inflorescence terminal, a thyrse, 2 - 5 cm long",species_direct,unknown,unreviewed_llm_extraction,"Inflorescence terminal, a thyrse, 2 - 5 cm long",src_e6f7f2c7706b4d01e55e,7d0cde85f6f410c97ee7f71bcc130fceb67daeca1ece223bb6b3d60da4c683d3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
Abrahamia minutifolia,M0_other_reported_trait,inflorescence_display,raceme_spike_panicle,"Inflorescence axillary or terminal, a thyrse, 1 - 3 cm long",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/7911833,"Inflorescence axillary or terminal, a thyrse, 1 - 3 cm long",species_direct,unknown,unreviewed_llm_extraction,"Inflorescence axillary or terminal, a thyrse, 1 - 3 cm long",src_c9bcd0def83b77003bc8,926087c5ecc70ce4b81d74c8578df17181986a7655a3279bfba4104f1ce263e2,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,90e71ff9c9cf7a64d8fb075a5ffbdba363b6e9cfa888398aaf801fe024580531,dbb3851b47204ea4fd112eddb0b76c9aeebe42a484ee2f82c1ac5a89c16e6572,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_c5db81ea661e531ffeee,high
