accepted_species,trait_layer,trait_name,provisional_candidate_value,matched_term,candidate_class,source,source_type,source_url,raw_description,evidence_scope,wild_or_cultivated,review_status,evidence_quote,source_chunk_id,source_text_sha256,extraction_method,model_provider,model_id,prompt_version,prompt_sha256,packet_input_sha256,ontology_sha256,extraction_run_id,confidence
Astragalus frigidus,M0_floral_phenotype,flower_primary_color,white,"Blueten gelblich-weiss, ca. 1,5 cm lang.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5343710,"Blueten gelblich-weiss, ca. 1,5 cm lang.",species_direct,unknown,unreviewed_llm_extraction,"Blueten gelblich-weiss, ca. 1,5 cm lang.",src_b44ad5e10c617dbfbbe9,89469c100104579f28f5339b0a1726312c4e93077e38f7920cc9b9d067342162,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Begonia fluvialis,M0_floral_phenotype,flower_primary_color,multicolored_variable,"outer tepals broad ovate to sub orbicular, fleshy, 6 – 7 × 5 – 6 mm, pale pink, glabrous, margin with a distinct rim; inner tepals elliptic, 4 × 2 mm, white",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/9322742,"outer tepals broad ovate to sub orbicular, fleshy, 6 – 7 × 5 – 6 mm, pale pink, glabrous, margin with a distinct rim; inner tepals elliptic, 4 × 2 mm, white",species_direct,unknown,unreviewed_llm_extraction,"outer tepals broad ovate to sub orbicular, fleshy, 6 – 7 × 5 – 6 mm, pale pink, glabrous, margin with a distinct rim; inner tepals elliptic, 4 × 2 mm, white",src_191312f9104c107899ec,b66f0e385340519653030c061c42ebb0caabbbdcc20db802017c8c2a57e08146,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Begonia fluvialis,M0_floral_phenotype,floral_form,other_described,"Male flowers: pedicel red, c. 8 mm long, glabrous; tepals 4; outer tepals broad ovate to sub orbicular",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/9322742,"Male flowers: pedicel red, c. 8 mm long, glabrous; tepals 4; outer tepals broad ovate to sub orbicular",species_direct,unknown,unreviewed_llm_extraction,"Male flowers: pedicel red, c. 8 mm long, glabrous; tepals 4; outer tepals broad ovate to sub orbicular",src_191312f9104c107899ec,b66f0e385340519653030c061c42ebb0caabbbdcc20db802017c8c2a57e08146,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Bidens frondosa,M0_floral_phenotype,flower_primary_color,yellow_orange,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5392174,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",species_direct,unknown,unreviewed_llm_extraction,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",src_344c79e06e2a1c6b77d4,9330710a519917bffcd6b2d485ebf6786ec47f60465d10ffe4adee99dec8cb26,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,floral_form,composite_head,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5392174,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",species_direct,unknown,unreviewed_llm_extraction,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",src_344c79e06e2a1c6b77d4,9330710a519917bffcd6b2d485ebf6786ec47f60465d10ffe4adee99dec8cb26,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,flower_primary_color,yellow_orange,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5392174,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",species_direct,unknown,unreviewed_llm_extraction,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",src_9347e27667ba39e86520,024e73b0db8c2f67baa79fcc37fed361911f268717a6d978c60a833ea05b659a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,floral_form,composite_head,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/5392174,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",species_direct,unknown,unreviewed_llm_extraction,"Bluetenkoepfe aufrecht, Durchmesser 1 - 2 cm, mit oder ohne gelbe Zungenblueten.",src_9347e27667ba39e86520,024e73b0db8c2f67baa79fcc37fed361911f268717a6d978c60a833ea05b659a,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,flower_primary_color,yellow_orange,"Flower colours. Orange, Yellow.",reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/bidens-frondosa/,"Flower colours. Orange, Yellow.",species_direct,unknown,unreviewed_llm_extraction,"Flower colours. Orange, Yellow.",src_393f8198405f599857d0,65d70b4dbab05ba59ca7abb1c4ea94f90c8b4e6efb7f79838cf3833d7cc0a148,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,floral_form,composite_head,Capitula 10-20 mm diam.,reported,llm_evidence_extraction,flora_or_monograph,https://www.nzpcn.org.nz/flora/species/bidens-frondosa/,Capitula 10-20 mm diam.,species_direct,unknown,unreviewed_llm_extraction,Capitula 10-20 mm diam.,src_393f8198405f599857d0,65d70b4dbab05ba59ca7abb1c4ea94f90c8b4e6efb7f79838cf3833d7cc0a148,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,flower_primary_color,yellow_orange,The head contains many orange disc florets. Most flower heads lack ray florets but some may have a few small yellow rays.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Bidens_frondosa,The head contains many orange disc florets. Most flower heads lack ray florets but some may have a few small yellow rays.,species_direct,unknown,unreviewed_llm_extraction,The head contains many orange disc florets. Most flower heads lack ray florets but some may have a few small yellow rays.,src_5ea60f5150028ae67bff,d1595b0bb94f515fe1e38fa27dd617d5d171a959db8e4cfcf59f4807344d5c5c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens frondosa,M0_floral_phenotype,floral_form,composite_head,"The inflorescence is often a solitary flower head, but there may be pairs or arrays of several heads.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Bidens_frondosa,"The inflorescence is often a solitary flower head, but there may be pairs or arrays of several heads.",species_direct,unknown,unreviewed_llm_extraction,"The inflorescence is often a solitary flower head, but there may be pairs or arrays of several heads.",src_5ea60f5150028ae67bff,d1595b0bb94f515fe1e38fa27dd617d5d171a959db8e4cfcf59f4807344d5c5c,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bulbophyllum barbatum,M0_floral_phenotype,flower_primary_color,multicolored_variable,"Sepals navicular, trinerved, yellowish-green with longitudinal vinaceous spots, margins ciliated",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2843381,"Sepals navicular, trinerved, yellowish-green with longitudinal vinaceous spots, margins ciliated",species_direct,unknown,unreviewed_llm_extraction,"Sepals navicular, trinerved, yellowish-green with longitudinal vinaceous spots, margins ciliated",src_8da3bc75a2f908a6397c,48a0964256ad5908a0766494d7f7c07744b8c6942e6d9b6eb37ca48e67a4fd1e,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bulbophyllum barbatum,M0_floral_phenotype,floral_form,other_described,"Sepals navicular, trinerved",reported,llm_evidence_extraction,gbif_species_description,https://www.gbif.org/species/2843381,"Sepals navicular, trinerved",species_direct,unknown,unreviewed_llm_extraction,"Sepals navicular, trinerved",src_8da3bc75a2f908a6397c,48a0964256ad5908a0766494d7f7c07744b8c6942e6d9b6eb37ca48e67a4fd1e,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,medium
Argyranthemum foeniculaceum,M0_floral_phenotype,flower_primary_color,multicolored_variable,The flowers are a daisy-like white with a yellow center.,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/argyranthemum-foeniculaceum/,The flowers are a daisy-like white with a yellow center.,species_direct,unknown,unreviewed_llm_extraction,The flowers are a daisy-like white with a yellow center.,src_605c7b0039cfeca217dd,e8263867ac9beaadb391c7416ecb52001607070470cde32a39533d6b23ea46a0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Argyranthemum foeniculaceum,M0_floral_phenotype,floral_form,composite_head,Flower Inflorescence: Head Solitary,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/argyranthemum-foeniculaceum/,Flower Inflorescence: Head Solitary,species_direct,unknown,unreviewed_llm_extraction,Flower Inflorescence: Head Solitary,src_605c7b0039cfeca217dd,e8263867ac9beaadb391c7416ecb52001607070470cde32a39533d6b23ea46a0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Argyranthemum foeniculaceum,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,It has both male and female organs and is pollinated by insects.,reported,llm_evidence_extraction,horticulture_site,https://plants.ces.ncsu.edu/plants/argyranthemum-foeniculaceum/,It has both male and female organs and is pollinated by insects.,species_direct,unknown,unreviewed_llm_extraction,It has both male and female organs and is pollinated by insects.,src_605c7b0039cfeca217dd,e8263867ac9beaadb391c7416ecb52001607070470cde32a39533d6b23ea46a0,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens wiebkei,M0_floral_phenotype,flower_primary_color,yellow_orange,bears clusters of flower heads with yellow ray florets.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Bidens_wiebkei,bears clusters of flower heads with yellow ray florets.,species_direct,unknown,unreviewed_llm_extraction,bears clusters of flower heads with yellow ray florets.,src_e969a22a1e20c7c32df1,7de5bf0b117bb118e77725ec475e80e3b8cfd1eb0a91d5277c1d5e5ea83aaec3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Bidens wiebkei,M0_floral_phenotype,floral_form,composite_head,bears clusters of flower heads with yellow ray florets.,reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Bidens_wiebkei,bears clusters of flower heads with yellow ray florets.,species_direct,unknown,unreviewed_llm_extraction,bears clusters of flower heads with yellow ray florets.,src_e969a22a1e20c7c32df1,7de5bf0b117bb118e77725ec475e80e3b8cfd1eb0a91d5277c1d5e5ea83aaec3,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Billardiera versicolor,M0_floral_phenotype,flower_primary_color,multicolored_variable,"white, cream-coloured or pale yellow flowers with mauve-red blotches that spread as the flowers age.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Billardiera_versicolor,"white, cream-coloured or pale yellow flowers with mauve-red blotches that spread as the flowers age.",species_direct,unknown,unreviewed_llm_extraction,"white, cream-coloured or pale yellow flowers with mauve-red blotches that spread as the flowers age.",src_1b1d8985d9eb1f469645,6bd99a8b04e954f66184e63b4bfe56d7d28f541387f5a0d7e9f3675b787d8292,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Borassus aethiopum,M1_reproductive_assurance_pollen_vector,pollen_vector_mode,biotic,Pollinators. Insects.,reported,llm_evidence_extraction,horticulture_site,https://tropical.theferns.info/viewtropical.php?id=Borassus+aethiopum,Pollinators. Insects.,species_direct,unknown,unreviewed_llm_extraction,Pollinators. Insects.,src_76cb195d1a11b2e18438,28a06979c0ae4be1f1a275896ff91fe6d4d9d5cf3e97c2411277bf1c0d5e3085,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
Boronia clavata,M0_floral_phenotype,flower_primary_color,green_brown_inconspicuous,"pale, yellowish green, four-petalled flowers.",reported,llm_evidence_extraction,wikipedia_extract,https://en.wikipedia.org/wiki/Boronia_clavata,"pale, yellowish green, four-petalled flowers.",species_direct,unknown,unreviewed_llm_extraction,"pale, yellowish green, four-petalled flowers.",src_df4839211e63bdcbed42,daa356a5e7c2abc3149ad8aed42e75f1a907f7a41e33b6aa963da8ffaea1eb73,provider_neutral_llm_from_frozen_source_text,openai_codex_app,gpt-5,v2_llm_evidence_v1,2136e68faa912faf0214e1ca609c231d4a1db740446c23b7e2329ef86cb63a40,086be637480828729d6cce812854adb510e94d0c8f14976f999361a7c5a19e62,65d38869476404aaaa7e6ae2392d94e60a6bbb83ea281d19756f806737175de1,llm_014d6e70bee68987493f,high
